#Table1
plate,mjd,fiberid,[OIII] 5007 flux,[OIII] 5007 flux err,Hbeta flux,Hbeta flux err,Halpha flux,Halpha flux err,[NII] 6583 flux,[NII] 6583 flux err
2244,53795,581,1971.623,25.56155,2298.977,25.14126,9020.701,64.37395,3308.57,28.09887
2246,53767,60,77.78214,8.317364,59.72147,8.158871,163.2284,12.14973,228.3826,11.71958
2488,54149,1,253.2187,15.32682,155.6001,11.83371,446.0435,19.25169,109.0534,16.3629
2488,54149,640,343.7132,11.42001,1161.251,15.70676,6183.866,50.75211,3451.635,30.92451
2779,54540,261,13156.49,97.18898,4300.242,39.55522,16343.5,113.2359,2859.94,26.10088
434,51885,37,179.1829,3.725311,120.8777,2.950646,532.2703,4.979182,375.7175,4.32099
434,51885,119,24.81091,3.305911,17.75634,2.725617,93.27818,4.236965,98.9289,4.599729
434,51885,334,43.36893,4.053061,30.17632,4.002848,94.28511,5.856572,106.5497,5.402808
434,51885,427,35.60287,4.490888,31.32659,3.997957,130.4462,5.672018,153.6343,6.10987
434,51885,470,50.62443,3.85932,37.42976,3.364293,132.2149,4.919664,116.9346,4.991438
434,51885,513,34.95742,3.447847,20.84201,2.996629,112.7452,4.668117,135.3491,4.88391
435,51882,7,132.8862,9.77773,70.10115,9.01135,183.1857,13.2668,278.3137,13.53106
675,52590,190,108.7433,10.04208,121.2102,8.359757,663.1885,16.80971,395.7936,16.66969
914,52721,444,71.71195,8.457321,67.71734,8.08779,214.9987,12.84714,216.733,12.67977
915,52443,437,7239.438,45.94178,1495.548,13.58069,5800.638,38.38494,2597.058,17.53941
918,52404,490,1522.805,15.70481,1020.533,11.00114,4107.485,28.34753,825.7416,9.039816
1372,53062,327,961.3674,21.99762,2898.773,32.1456,12253.38,97.8975,5967.541,46.50797
1617,53112,505,83.06089,10.48813,44.1208,7.9677,97.21618,11.20378,74.62664,12.20214
1621,53383,48,157.6654,8.240476,326.0396,8.330744,1755.793,18.69861,1120.959,15.23662
1622,53385,113,701.6871,12.28193,972.806,12.31902,5269.707,42.02534,2822.474,23.16854
2093,53818,417,271.4195,12.8276,157.2387,10.86488,562.8011,17.67269,590.0403,17.39728
2293,53730,639,80.87791,6.350742,54.23932,6.200114,167.6142,9.317169,272.1594,9.759957
2294,54524,625,71.87603,7.377142,43.34217,5.830242,126.1507,8.997857,145.7198,10.16922
2583,54095,179,59.3093,6.765017,41.38522,6.641669,105.1346,9.412311,106.9596,8.885776
2583,54095,180,39.23356,4.143049,22.68861,3.468052,76.60703,4.828938,81.91714,5.251641
2583,54095,376,98.02604,5.100046,91.74318,4.243348,436.732,7.646266,474.3304,7.849361
2583,54095,384,6372.962,38.29589,2008.347,13.51029,6812.091,41.0007,741.5893,5.987211
2583,54095,492,18.49281,3.120105,32.07315,2.467171,143.5693,4.026599,77.86396,4.319983
2583,54095,549,166.2012,7.642272,382.002,8.148709,1766.44,18.83495,1075.476,15.24963
2584,54153,512,158.3275,10.1631,60.84628,8.675361,236.7975,14.74898,395.7206,15.3946
481,51908,299,169.7092,12.18845,326.563,11.12136,1622.975,24.01465,1065.339,21.21283
943,52376,374,116.9357,9.790046,45.45727,6.645201,187.1837,11.04083,392.2331,15.45892
944,52614,498,67.62151,4.72068,39.88143,3.750535,161.1562,6.286424,201.4591,7.143301
1218,52709,487,141.2283,14.17762,88.41828,10.24325,276.3123,16.65642,321.8531,19.53946
1444,53054,587,143.7628,10.04009,1259.272,17.40062,5752.388,52.84012,2078.238,23.43837
1446,53080,446,1210.058,22.51457,2189.936,27.31945,6989.356,66.4625,3413.577,36.16414
1920,53314,237,291.9623,8.385423,163.2982,7.408543,690.3578,13.31316,854.5138,12.90852
1920,53314,602,293.0093,5.141129,846.2684,7.399591,4716.096,28.89706,1782.938,11.19463
2127,53859,69,86.76347,10.4767,42.62683,8.303555,120.1023,12.62957,162.4303,14.59871
2127,53859,426,5256.093,48.16209,508.3492,14.17074,2076.596,27.93225,2522.573,27.99797
2514,53882,59,178.2503,12.03689,195.8233,12.58118,624.3655,20.0965,663.8597,18.94795
2516,54241,8,1953.259,16.1944,1077.835,10.27167,4017.025,24.98171,714.5389,7.419878
2516,54241,117,55.48438,5.734834,34.55673,4.735008,88.40635,6.51404,109.8868,7.269496
2516,54241,493,68.05516,3.685617,417.0417,5.422904,1877.448,14.39349,710.3118,7.285473
2769,54527,535,110.6279,8.980727,53.06117,7.877617,148.1966,12.38706,253.2597,13.33197
2770,54510,432,240.6829,4.908908,794.4638,8.012039,2901.117,20.71178,1352.651,10.121
2770,54510,583,10957.91,64.68716,2728.549,19.74413,8754.15,54.92374,574.0336,5.417384
2771,54527,414,348.8607,6.983138,1051.751,10.33447,4677.088,32.00774,1923.482,15.28122
298,51955,65,111.1376,7.04607,58.32586,5.689563,161.0728,8.028925,128.6146,8.097485
298,51955,204,278.6271,12.4354,203.4313,10.73586,859.0906,19.31125,1349.898,22.09232
757,52238,122,76.21757,6.778818,581.3502,8.841527,3564.034,28.46706,2264.24,18.42705
760,52264,548,99.20126,5.013627,369.6912,5.980789,1376.463,11.73146,457.9238,6.755981
1655,53523,526,642.9219,13.53332,2184.1,20.75547,13121.21,82.791,7064.974,43.07296
1655,53523,640,1719.03,16.74709,942.7699,12.60561,4338.363,30.58262,2433.037,17.06159
2236,53729,38,11018.13,82.47191,4301.879,36.6,15446.75,134.1477,1119.719,13.06319
2238,54205,91,7762.544,40.58192,2775.854,18.3123,9702.91,67.2619,1268.215,8.388079
2238,54205,222,12019.25,71.55727,3700.566,28.84831,10814.36,64.54848,682.8312,9.973587
2238,54205,410,253.1707,5.473443,143.4013,4.0468,522.7062,6.220604,291.0413,5.166673
2238,54205,585,43.11588,6.266128,68.57541,5.681754,268.8489,8.867924,175.2826,9.099772
2238,54205,597,51.7423,4.305623,21.7062,3.572137,80.52386,4.843878,105.8059,5.217033
2239,53726,16,82.57363,6.506538,312.4524,6.811764,1652.13,16.5016,579.6799,11.02565
2499,54176,268,148.7356,10.36188,120.2066,8.329564,347.2112,13.1921,232.6358,13.55465
2500,54178,95,211.3722,12.98621,129.1813,11.38204,421.3839,19.12287,501.8023,19.70577
2500,54178,122,81.09055,9.203988,50.02194,7.786806,155.1755,12.12668,161.7245,12.69609
2501,54084,489,1169.688,11.65772,903.2375,9.272229,3050.78,22.6045,949.1982,8.832312
2502,54180,559,107.5427,10.82857,121.8374,9.400957,542.0471,16.78237,430.3494,16.37707
2754,54240,372,149.2708,5.793809,832.6299,8.7063,7764.896,48.01043,4741.003,26.40671
2754,54240,552,277.4959,6.840522,90.22186,4.395533,351.6455,7.146495,326.3254,7.374888
2758,54523,133,126.7982,5.985287,29.01049,3.939756,68.31363,5.276338,90.12407,6.104788
2758,54523,163,88.57294,5.891912,78.22061,4.677807,287.6976,7.901863,361.4651,8.68321
2758,54523,232,86.02824,7.101796,40.26621,5.161083,80.17516,6.942142,89.62,8.270837
2758,54523,493,98.09519,4.141338,32.13317,3.164891,88.84267,4.425457,111.2692,4.641528
407,51820,542,5639.006,33.92704,1402.151,10.95801,4075.111,24.12739,237.3731,3.561013
407,51820,557,3420.081,24.79882,819.0651,11.05361,3599.817,24.78884,3484.113,22.48961
407,51820,565,85.21669,5.156185,53.95181,4.279678,175.9189,6.142376,246.5784,6.915007
408,51821,587,118.9922,8.24458,66.30856,7.163455,313.6648,12.45674,444.3672,12.99403
409,51871,157,172.1281,10.56723,557.9153,12.08041,2275.672,26.39751,1067.817,18.2248
633,52079,414,174.6303,9.015629,61.42393,8.090686,235.739,12.83358,321.2444,12.20937
634,52164,240,169.5083,12.27773,61.83147,8.342014,206.6187,12.16646,178.2786,13.50419
635,52145,401,184.2285,8.935232,710.0223,11.25665,4243.52,30.28201,3250.851,22.28907
635,52145,619,163.7771,9.25968,73.39268,7.706785,282.2922,12.9626,495.9596,14.38968
812,52352,52,190.3147,15.53428,124.406,14.51566,332.2785,24.29399,472.5334,24.84644
812,52352,483,243.3211,9.806078,942.5361,13.06738,4075.795,34.49286,1848.884,19.06944
1267,52932,475,201.5748,10.71545,206.0101,10.70756,662.5453,18.00977,450.8914,15.4779
1740,53050,573,265.6523,12.67457,108.1798,10.20709,449.7852,20.09185,738.2569,21.6438
1926,53317,357,133.3197,6.545409,49.38228,4.947236,140.5117,7.447526,198.1082,8.395162
1926,53317,615,135.2268,7.019948,47.25696,5.156573,184.0137,9.031466,268.2448,10.43694
1926,53317,638,89.86642,6.136144,44.90473,5.227229,168.3498,8.204801,221.0699,8.595968
1927,53321,118,40.51833,4.911006,23.6398,3.816145,131.3323,5.967343,98.23698,6.378722
1927,53321,155,56.60282,6.616122,40.25194,5.619993,91.30737,7.363786,110.4662,8.302367
1927,53321,387,105.8863,10.68658,106.1967,10.04088,329.5918,16.68064,428.9391,17.48588
1927,53321,489,1555.704,13.21615,1524.189,12.18746,5754.761,34.32215,1616.687,10.55722
1927,53321,520,92.9495,8.163713,59.19977,6.846817,211.2329,10.5331,327.9452,11.63258
1927,53321,584,244.1948,10.5435,81.53497,5.742215,261.6507,8.819014,445.3258,12.28467
1927,53321,587,122.8987,8.999989,59.33336,8.347246,175.5148,12.67852,234.0226,12.54729
2202,53566,238,191.7525,10.37218,154.0257,10.76186,361.0269,16.20517,359.933,14.47651
2205,53793,208,745.2076,9.194131,1114.49,10.36582,3924.727,25.94538,1299.615,10.22454
2205,53793,244,1502.679,15.70651,2032.06,17.43795,7346.167,48.49504,1604.599,12.49809
2373,53768,335,163.1914,13.18633,90.46081,11.19121,331.9119,20.33339,374.1367,20.59841
2928,54614,265,18.52558,1.419206,130.786,1.947511,500.5771,3.688353,181.6212,1.898555
2933,54617,411,315.4085,3.867943,275.602,3.469133,988.5997,6.842461,328.0672,3.583527
389,51795,317,150.1393,12.71107,78.27047,11.92783,152.5684,15.70348,140.4799,14.3857
783,52325,594,2782.235,21.17973,2835.161,20.10844,15612.58,101.1583,6373.422,31.14813
786,52319,61,95.30748,9.45716,61.70026,8.139001,162.0215,12.23262,180.162,12.88103
788,52338,200,59.13407,4.925484,24.54325,4.60028,115.2814,6.697361,153.4069,6.409053
788,52338,311,247.0402,8.794761,1582.393,15.21137,7996.467,60.07956,4117.781,31.22255
788,52338,633,75.92509,5.101024,177.4989,5.05334,801.6859,10.53329,410.2394,8.294985
1584,52943,32,422.3838,8.846781,72.25724,4.335412,166.2164,5.112483,167.7037,5.661834
1791,54266,152,217.0428,7.092489,1590.361,14.42586,6869.823,47.78219,2560.177,18.32105
1791,54266,470,78.20817,5.792908,57.08677,5.991085,146.7261,8.852008,222.1381,8.506352
1792,54270,513,217.096,19.76983,175.6439,18.15182,459.7046,28.93589,239.7997,26.18293
2028,53818,163,2376.487,24.63839,2254.908,22.13372,7951.86,49.67749,4753.038,32.37704
2028,53818,429,808.1348,9.889027,386.4137,6.340352,1573.917,14.49673,1189.114,11.2457
2028,53818,537,51.39978,5.212584,24.25741,3.259173,75.80625,4.228791,34.61781,5.57368
2266,53679,515,32.74794,3.042143,66.30264,2.643072,276.1074,4.341999,184.4022,4.166297
2266,53679,554,52.36721,3.918492,80.34161,3.396844,379.9902,6.228052,251.7317,5.793656
2268,53682,207,1533.011,14.98869,749.3788,8.545527,2399.174,18.99033,395.547,5.479689
2505,53856,483,1141.63,20.40248,363.054,13.85396,1631.415,29.12049,1467.988,26.12133
2505,53856,538,110.7594,8.454925,65.37457,7.358034,127.4131,10.69259,120.7691,10.72904
2506,54179,406,81.0508,6.280461,51.23298,5.592076,136.318,8.123918,155.2486,8.314696
2506,54179,410,165.3997,11.61778,85.65576,9.845462,291.8272,17.23421,495.6467,18.97857
2506,54179,514,38.75773,7.169377,59.89264,6.793521,112.8104,8.756188,69.03981,8.81484
2506,54179,582,294.2163,12.22756,123.3301,10.56438,506.8439,19.27263,909.3129,20.26717
2508,53875,233,1455.938,18.72403,900.9965,12.65985,3213.838,27.61115,559.892,9.550246
2808,54524,298,64.46188,3.994913,128.47,3.946022,517.2263,5.940312,252.1562,5.156324
2808,54524,500,104.9556,5.337529,138.3292,5.338085,609.3069,9.093742,514.2526,8.573635
274,51913,226,141.8971,4.358968,46.43078,2.983946,137.7231,4.305339,136.6915,4.613684
276,51909,183,70.76586,6.268432,40.38296,5.109986,140.0416,8.346046,155.3085,8.864351
490,51929,368,51.52697,3.938634,29.01519,3.084471,110.031,4.439843,130.1001,5.001852
490,51929,419,58.78199,3.961234,49.96962,3.979652,156.3383,5.816917,99.56056,4.930446
490,51929,502,856.356,7.241246,662.8353,5.812239,3118.851,16.15282,1485.802,8.618218
490,51929,519,1749.655,10.84587,732.845,5.789547,2481.678,14.02222,480.6317,3.927269
490,51929,545,39.28075,3.327757,94.12143,3.151163,650.0021,6.961029,287.2296,5.641889
491,51942,423,1133.017,8.281463,754.8333,5.709908,2355.37,13.34936,391.5725,3.504659
491,51942,499,39.83118,3.373856,16.2377,2.878766,61.2093,4.106027,59.37041,3.890666
491,51942,591,42.747,3.851512,36.46496,3.902609,129.8605,5.637755,142.3213,4.99173
492,51955,452,121.4247,3.782188,468.6282,5.362811,2751.297,17.35087,1329.873,9.125164
493,51957,200,2068.018,21.60298,1459.279,15.96255,5943.818,44.6895,2443.335,21.38391
494,51915,81,235.1591,9.522824,157.5915,9.297646,342.1269,13.30165,294.4908,11.95706
769,54530,41,430.9927,8.300897,36.50747,4.036982,152.5057,5.959872,238.2887,6.705326
769,54530,236,599.4363,8.212416,607.5152,7.592417,2917.169,21.46654,1620.505,12.3134
770,52282,56,4134.91,41.04472,4891.938,41.92889,16079.74,143.6027,5345.062,38.2583
770,52282,224,285.2198,9.87205,1184.96,14.68531,4815.82,42.02757,2125.447,20.57187
967,52636,543,204.4987,11.24551,220.8447,11.72534,613.8288,20.26168,774.0873,20.83239
967,52636,578,5155.159,48.1197,2888.22,29.03406,9116.758,74.07951,1258.65,16.12132
968,52412,386,616.2593,9.473064,192.1399,5.992562,676.93,10.04337,230.3844,7.478647
969,52442,216,104.94,7.834548,61.13824,6.979531,169.8735,10.67503,131.7778,10.07942
1199,52703,262,307.3954,12.40607,305.0118,9.834187,1131.868,18.25988,631.0926,15.78195
1200,52668,230,77.6571,6.420899,60.9954,5.441838,293.4192,8.827817,296.3216,8.994952
1200,52668,251,68.73001,4.034716,230.4039,4.753888,914.2114,9.157735,374.9038,6.032237
1200,52668,288,125.9368,7.269608,417.0034,7.42465,1768.039,16.45612,1016.268,12.11065
1427,52996,212,130.6609,10.68668,51.40551,8.772754,211.9384,14.03021,310.5696,14.95951
1427,52996,351,147.3787,9.496978,91.00201,7.964308,323.4474,13.22187,372.6053,13.8682
1427,52996,392,726.9294,11.36378,897.8938,11.91218,3387.993,29.06047,1866.005,19.2161
1427,52996,428,74.1441,9.403006,170.5236,9.186022,714.7249,17.41828,393.6058,15.97105
1430,53002,356,237.0729,15.19407,105.323,13.3466,421.8096,23.98758,853.8271,25.64977
1431,52992,13,126.1264,8.55253,84.05665,8.689702,261.1629,13.06108,277.2377,10.97747
1431,52992,173,8673.417,57.16248,3394.213,25.27593,12234.37,73.41251,1269.856,11.34825
1431,52992,237,76.60254,7.560437,37.2924,6.692955,109.4919,9.484863,122.6909,9.456936
1431,52992,384,67.18091,7.464637,34.32082,6.139626,110.4646,9.459357,172.5343,10.75038
1431,52992,489,97.31697,7.192484,41.84649,5.972548,183.9465,9.966138,299.4511,10.96915
1703,53799,516,585.2499,16.65565,96.83932,10.87178,287.0373,17.05519,278.4561,16.48565
1704,53178,167,173.5757,10.99185,99.20873,11.18472,136.9855,14.39569,136.0948,12.36547
1704,53178,208,11558.62,65.07277,3412.249,22.70133,10021.19,57.45699,880.2357,7.98637
1953,53358,511,139.4703,13.47567,67.63275,11.04694,209.7748,19.23055,269.8815,21.01557
2527,54569,475,86.96863,9.107316,62.0535,7.882567,372.817,14.32442,406.1706,14.77259
2527,54569,568,126.8201,7.616172,114.5313,6.571188,550.9326,12.15271,670.4665,12.9692
2529,54585,629,80.1971,7.51315,122.0768,6.262836,531.1644,11.47484,375.2393,11.27542
2973,54591,511,4630.146,36.21067,1815.981,16.68585,6263.582,40.88177,786.9276,9.005047
301,51942,105,78.39893,9.146924,45.66092,9.089925,135.2715,13.43996,155.3322,12.57127
301,51942,347,324.1389,8.940432,589.4449,9.630146,2299.229,20.39949,1348.496,14.53949
302,51688,4,638.9077,14.49786,1519.601,17.74848,6541.773,44.78582,3709.226,28.83434
687,52518,610,276.6197,13.35209,223.1246,12.64592,663.1437,21.34266,559.9866,19.87522
1116,52932,472,301.3725,10.76885,200.1344,9.618641,680.5145,16.24956,306.4826,13.08488
1377,53050,65,268.9709,15.44129,271.4026,12.73599,1268.191,26.93466,1537.084,29.7037
1378,53061,341,459.0843,15.99958,232.1178,14.34995,659.0656,25.26219,1049.085,25.93456
1378,53061,388,4670.918,31.87887,1681.263,13.63663,5943.062,37.04133,1960.849,12.90502
1378,53061,427,424.2086,10.7297,859.5808,12.00789,3358.509,26.32436,2703.162,21.06899
1622,53385,556,41.32278,7.946098,50.71491,6.686872,317.5425,12.00575,239.3056,11.9712
1624,53386,639,274.8371,16.14919,191.8363,15.63037,536.1171,27.47903,371.7639,24.17208
1625,53140,66,102.5857,9.104051,108.9401,7.548131,582.6293,15.27352,413.7291,15.40859
1625,53140,295,570.2411,13.59312,116.9107,8.322522,439.5366,14.15242,541.8184,15.06
1625,53140,317,164.0984,17.01678,84.0078,14.24271,228.567,20.54951,216.8859,21.29012
1810,53794,124,174.6235,8.509361,106.744,7.650332,311.126,11.91675,350.9389,11.72552
1810,53794,331,192.1974,11.48908,86.73584,10.00856,286.011,16.2997,479.9214,17.30441
1813,53903,513,53.54943,5.778034,169.6114,5.891181,770.9416,11.18044,360.8974,9.146593
1813,53903,611,56.87514,6.981375,28.75209,5.647291,84.01601,8.141701,131.142,9.267182
1813,53903,620,314.1724,10.39716,170.7805,7.906811,741.147,14.0609,595.6086,13.4178
2239,53726,340,206.2968,6.91946,264.9871,6.816193,984.5306,12.23326,639.049,10.34539
2239,53726,529,100.8902,5.283603,32.42779,4.099648,86.78221,5.780324,108.0469,6.009108
2240,53823,247,53.85551,7.870909,64.74944,7.68683,279.4084,13.28369,168.1613,12.28088
2240,53823,320,78.67636,8.954817,180.3296,9.140676,662.0132,16.19387,317.6948,14.11652
2240,53823,399,74.52492,7.449596,101.1698,7.674683,257.6749,11.71602,157.1478,10.44042
2240,53823,506,56.32207,7.017943,77.65857,6.740024,286.9741,11.29138,226.6727,11.21441
2240,53823,520,92.66433,9.715348,203.3089,8.565902,980.7279,17.17576,586.5858,16.03173
2240,53823,550,27.437,5.037998,40.20831,4.746894,127.7595,7.517434,92.29153,7.836815
2241,54169,328,47.56027,7.517478,46.39805,7.226558,116.3672,11.28156,126.2191,11.6147
2241,54169,590,33.23483,6.573729,67.97672,6.458127,204.4795,10.56487,154.8549,10.79103
2241,54169,592,151.0302,8.784012,108.2837,8.20856,269.1904,13.0509,371.6985,13.53607
2241,54169,598,253.7464,7.799125,43.39046,4.037429,117.6491,5.44602,253.228,7.074332
2494,54174,111,1056.125,20.98259,547.9821,14.16848,2757.45,36.38517,1791.251,29.00412
2497,54154,171,147.558,11.40027,104.3558,9.862594,470.6015,18.81239,747.5219,20.44901
2497,54154,342,161.2522,11.36072,120.6986,11.42362,234.7891,15.43861,219.9978,13.99378
2782,54592,442,200.5896,16.12222,217.6756,13.44194,946.1257,26.08099,667.1895,25.87749
2783,54524,521,263.3925,7.327333,361.6868,6.56639,1702.467,16.20428,1078.086,11.84805
456,51910,47,204.2914,7.659185,647.4868,9.405581,2550.603,23.32232,895.5151,11.03292
457,51901,259,171.6011,8.758154,754.1227,11.94669,3209.964,29.73813,2005.167,21.0198
459,51924,130,60.98762,6.070953,30.72988,5.599569,66.3187,6.648406,92.53404,6.79232
459,51924,137,260.0429,8.12911,175.2333,6.811983,608.4916,11.08047,316.27,9.606682
459,51924,194,151.9955,6.442382,649.8162,7.704201,3188.932,20.85046,1394.847,11.76704
459,51924,604,475.681,7.647926,265.1546,5.292881,925.1013,9.561819,377.6988,5.860193
460,51924,196,767.9733,12.77099,583.1999,10.05023,1815.267,18.76092,644.0153,11.18216
460,51924,303,87.41045,6.749302,450.6973,7.780976,2550.594,21.33002,965.9288,12.25365
460,51924,324,707.3505,10.30498,647.9645,8.527961,2398.796,19.50486,571.7795,8.134246
460,51924,574,57.34115,7.618148,49.74249,6.636849,170.1282,11.05104,180.5769,12.12375
721,52228,42,46.46917,4.422127,43.52632,4.440342,95.40961,5.993533,99.09053,5.745997
724,52254,508,84.98193,5.567166,105.3115,4.76691,648.1239,8.820403,499.4438,8.0841
982,52466,461,503.1044,20.20856,322.9061,18.7202,744.0453,29.18538,874.8703,28.7188
982,52466,471,174.1039,13.45686,105.3464,10.71655,197.7394,14.34755,204.1462,15.78254
1836,54567,343,53.40701,5.925193,26.0278,4.925655,125.3575,8.02062,159.3333,8.517857
2281,53711,119,77.72681,8.394173,34.5049,6.879855,90.4764,10.42651,64.37513,9.991211
450,51908,48,2141.063,12.73445,781.2589,5.627047,2453.921,11.95518,220.6049,2.509404
450,51908,175,43.67199,3.038541,32.085,2.860101,83.36719,4.208355,77.99361,3.988218
450,51908,290,74.01881,2.988065,421.1026,4.124183,2087.071,10.89463,851.6698,5.268866
450,51908,396,34.94878,2.881497,54.64624,2.584572,266.0399,4.233454,163.192,3.846039
450,51908,423,74.68004,2.679223,246.7569,3.265968,1082.922,8.307508,457.0209,4.152081
450,51908,485,297.9874,3.221859,535.697,4.004581,2008.5,12.03645,572.9457,3.640972
450,51908,492,35.14323,2.762199,22.96129,2.313799,84.53151,3.410069,112.0971,3.678708
450,51908,509,52.9028,3.681453,20.21087,3.20072,96.73683,4.77291,81.42072,4.363332
450,51908,519,22.94992,2.704117,17.74886,2.281032,74.23956,3.310253,92.23811,3.439317
450,51908,585,45.54643,4.188739,20.32749,3.555561,92.99428,5.231034,103.2991,5.343668
454,51908,11,128.5184,8.473617,95.04176,7.408399,346.5287,12.2113,429.9887,13.0071
454,51908,571,131.0208,4.169468,379.5331,4.916533,2319.945,13.88994,1099.545,8.316034
455,51909,47,4887.686,34.52084,2969.354,23.23971,9668.336,61.33652,2144.424,14.43098
965,52438,305,93.63377,11.48885,222.4413,9.992073,1794.495,27.50607,1201.184,24.13927
967,52636,8,85.45663,8.93327,47.90237,7.859986,112.2611,11.76526,128.0909,12.03788
1642,53115,186,2543.769,27.38082,2892.479,28.73326,10535.55,88.01028,3413.544,26.48274
1642,53115,199,142.616,12.70731,56.17383,9.164036,240.4028,15.95634,329.9475,18.14823
1805,53875,37,216.2393,15.12216,149.4475,13.30606,667.6162,24.09348,833.6276,25.18627
1805,53875,64,1246.71,14.21406,1490.277,13.94163,5743.216,38.52542,1624.921,13.66968
1805,53875,344,218.5079,8.16075,172.7627,6.551628,682.0735,11.29336,474.349,10.68806
1807,54175,159,113.4102,10.78347,52.53115,8.587022,155.292,13.94253,88.26109,13.17896
1807,54175,503,120.3626,8.180882,79.75938,6.903588,234.7828,11.14312,216.8107,11.20349
1807,54175,504,113.2301,6.032022,78.85376,4.240975,300.3574,7.277215,227.9519,7.461024
1807,54175,568,100.3237,8.981464,83.13992,8.919571,145.9146,12.6091,171.0179,12.45654
1807,54175,575,1089.727,15.83796,1269.294,14.04877,5012.029,47.35419,1316.82,13.06685
1807,54175,585,105.9138,7.268563,58.4962,7.130847,170.5047,11.15482,187.1431,10.34359
1808,54176,301,116.7016,6.980047,933.417,11.28297,5167.769,36.17119,1887.212,17.15668
1808,54176,573,259.3118,8.532323,1030.79,11.82242,5628.224,40.32765,2701.798,21.88295
1809,53792,281,156.3724,11.19356,94.25719,10.15714,331.2788,17.14324,408.8345,16.99851
1809,53792,333,39.44296,4.469154,238.4283,5.101587,1073.726,10.19421,337.0493,6.702389
2014,53460,21,176.1196,8.855347,77.32465,7.190367,198.8465,10.21531,158.6986,9.75288
2508,53875,385,175.1025,13.25035,61.13279,9.150318,238.3244,16.54949,237.5007,18.85275
335,52000,434,136.7431,12.55495,58.73833,11.11118,158.8675,16.67342,172.2631,15.91649
336,51999,1,319.9759,13.51064,1358.307,19.13412,4808.221,42.74367,1715.968,18.45583
337,51997,284,1700.553,29.29984,3136.074,36.44947,11471.43,108.1962,4230.667,37.28239
561,52295,572,115.4262,11.47202,80.39015,11.43221,218.2165,17.54236,157.4736,15.07523
564,52224,76,53.58146,3.701763,22.95357,3.217305,56.2981,4.310794,40.57557,3.939752
564,52224,99,726.2908,6.37971,501.8161,4.979251,1695.587,9.379316,347.2574,3.577104
564,52224,109,206.9172,7.54699,126.6537,7.047484,389.5372,11.74236,428.9828,11.21498
564,52224,195,72.35931,4.284907,43.28411,3.940506,142.2006,5.910994,150.7067,5.831207
564,52224,223,420.6646,4.338656,722.3129,5.343303,2626.005,13.1895,818.2651,4.812933
564,52224,524,122.7653,3.085863,46.57806,2.231886,165.7143,2.914462,152.0144,2.893863
564,52224,532,44.26082,3.619859,23.61263,2.641708,86.23957,3.425123,116.884,3.820231
565,52225,152,152.3978,13.32883,89.7747,11.3795,355.8801,20.30526,455.8994,21.64821
565,52225,173,214.6794,16.44036,98.91177,15.97306,558.6741,32.0165,788.5266,30.66588
566,52238,61,35.96411,6.119605,63.29774,6.837162,92.65132,7.989454,103.941,8.220439
566,52238,400,283.4187,7.467402,158.8723,7.041909,598.0797,11.98682,621.4313,10.8208
566,52238,433,120.4518,5.836733,31.88703,4.333169,119.6294,6.562628,122.1225,6.653948
566,52238,437,61.03,5.052911,38.45169,4.324553,88.22795,6.07923,84.88641,6.283986
566,52238,473,77.93363,4.808287,163.8732,4.863611,732.0427,8.922319,391.319,7.391785
829,52296,392,59.50345,5.879447,39.30141,5.314825,130.3235,8.34693,215.949,8.981374
829,52296,538,135.2912,10.07629,57.726,8.462882,237.143,14.64931,336.6105,15.52488
829,52296,629,185.8391,8.865283,87.85116,8.201504,301.3992,13.78769,354.0273,12.78178
832,52312,483,95.53978,5.999784,182.9406,5.835137,701.7808,13.75308,310.6591,9.172251
832,52312,529,186.219,9.581195,145.7126,8.185835,571.0969,13.79272,308.3112,12.03454
1040,52722,494,2941.483,30.4081,3459.043,31.7977,14019.45,103.8821,5340.278,35.38919
1334,52764,66,1271.243,21.72768,1636.342,21.70131,6149.114,50.96084,2882.77,27.63538
1335,52824,520,14803.74,106.6192,4171.77,37.79506,14603.09,121.5255,1302.108,15.05125
2004,53737,313,48.35786,8.168126,39.17542,7.367363,68.34614,9.587364,78.72341,9.981043
2946,54506,196,19.62262,1.97801,45.27298,1.742525,190.7759,2.610576,118.2374,2.351397
307,51663,68,244.873,10.26999,507.8084,10.71332,3314.868,34.05716,2074.352,26.68731
308,51662,191,345.8728,13.29151,216.1277,10.43738,803.5585,18.82164,853.2526,19.40937
309,51994,309,45.80608,3.680894,24.40679,2.602654,95.68777,3.278936,83.46696,3.938426
536,52024,21,180.5671,8.802274,115.1399,6.60717,393.9262,10.51064,248.0086,10.44699
536,52024,40,520.5664,12.92499,840.7063,13.56431,4881.967,39.84047,2740.887,27.34329
538,52029,639,163.1563,13.19393,212.0451,11.8574,859.5497,24.70643,622.0557,25.07043
539,52017,40,167.6216,11.6741,190.9049,10.74069,500.0597,16.33469,620.9647,17.66976
539,52017,71,102.8968,7.55042,136.8257,8.778969,298.2502,12.67284,321.0902,11.1828
539,52017,194,322.488,10.31878,357.5612,8.729194,1833.768,17.13592,1659.211,16.4024
541,51959,112,48.4282,4.203235,29.39003,3.904398,105.8112,5.648892,109.3471,5.335415
541,51959,236,439.2678,4.511328,539.1512,4.549541,1928.083,11.34663,556.5782,3.668116
541,51959,390,89.17094,4.756886,61.81054,4.243131,182.5033,6.847509,243.5643,7.186195
